https://doi.org/10.1016/j.sab.2021.106098
m/z	Analyte Element Ion	Element Overlap Ion Contains	Overlap ion	Ion type
80	Se	Ca	44Ca36Ar	argide
80	Se	Ar	40Ar40Ar	argide
80	Se	Br	79Br1H	hydride
80	Se	Dy	160Dy++	doubly charged
80	Se	Dy	161Dy++	doubly charged
80	Se	Gd	160Gd++	doubly charged
80	Se	K	40K40Ar	argide
80	Se	Kr	80Kr	plasma
80	Se	Ca	40Ca40Ar	argide
80	Se	S	32S16O16O16O	trioxide
80	Se	Ni	64Ni16O	oxide
80	Se	Zn	64Zn16O	oxide
80	Se	Ar	42Ca38Ar	argide
80	Se	Ar	44Ca36Ar	argide
80	Se	Ar	40Ar40Ar	argide
80	Se	Ar	40K40Ar	argide
80	Se	Ar	40Ca40Ar	argide
81	Br	Ca	46Ca35Cl	chloride
81	Br	Ca	43Ca38Ar	argide
81	Br	S	33S16O16O16O	trioxide
81	Br	Ar	40Ar40Ar1H	hydride
81	Br	Cu	65Cu16O	oxide
81	Br	Dy	162Dy++	doubly charged
81	Br	Dy	163Dy++	doubly charged
81	Br	Er	162Er++	doubly charged
81	Br	K	41K40Ar	argide
81	Br	Ni	64Ni16O1H	hydroxide
81	Br	Se	80Se1H	hydride
81	Br	Sc	45Sc36Ar	argide
81	Br	Ca	44Ca37Cl	chloride
81	Br	Ar	43Ca38Ar	argide
81	Br	Ar	41K40Ar	argide
81	Br	Ar	45Sc36Ar	argide
81	Br	Cl	46Ca35Cl	chloride
81	Br	Cl	44Ca37Cl	chloride
82	Se	Ca	42Ca40Ar	argide
82	Se	Ca	44Ca38Ar	argide
82	Se	Ca	46Ca36Ar	argide
82	Se	S	34S16O16O16O	trioxide
82	Se	Ar	40Ar40Ar1H1H	other polyatomic
82	Se	C	12C35Cl35Cl	chloride
82	Se	Br	81Br1H	hydride
82	Se	Cr	50Cr16O16O	dioxide
82	Se	Dy	164Dy++	doubly charged
82	Se	Er	164Er++	doubly charged
82	Se	Ho	165Ho++	doubly charged
82	Se	Kr	82Kr	plasma
82	Se	V	50V16O16O	dioxide
82	Se	Zn	66Zn16O	oxide
82		Cr	50Cr16O16O	dioxide
82	Se	Ar	42Ca40Ar	argide
82	Se	Ar	44Ca38Ar	argide
82	Se	Ar	46Ca36Ar	argide
82	Se	Cl	12C35Cl35Cl	chloride
83	Kr	Ca	43Ca40Ar	argide
83	Kr	Er	166Er++	doubly charged
83	Kr	Ho	165Ho++	doubly charged
83	Kr	Zn	67Zn16O	oxide
83	Kr	Kr	83Kr	plasma
83	Kr	Se	82Se1H	hydride
83		Cr	50Cr16O16O1H	other polyatomic
83	Kr	Er	167Er++	doubly charged
83	Se	V	50V16O16O1H	other polyatomic
83	Kr	Sc	45Sc38Ar	argide
83	Kr	V	51V16O16O	dioxide
83	Kr	Ar	43Ca40Ar	argide
83	Kr	Ar	45Sc38Ar	argide
84	Sr	Ca	44Ca40Ar	argide
84	Sr	Ca	46Ca38Ar	argide
84	Sr	Ca	48Ca36Ar	argide
84	Sr	S	36S16O16O16O	trioxide
84	Sr	Cr	52Cr16O16O	dioxide
84	Sr	Cr	50Cr16O16O1H1H	other polyatomic
84	Sr	Er	167Er++	doubly charged
84	Sr	Er	168Er++	doubly charged
84	Sr	Kr	84Kr	plasma
84	Sr	Tm	169Tm++	doubly charged
84	Sr	V	51V16O16O1H	other polyatomic
84	Sr	Yb	168Yb++	doubly charged
84	Sr	Zn	68Zn16O	oxide
84		Cr	52Cr16O16O	dioxide
84		Cr	52Cr16O16O1H1H	other polyatomic
84	Sr	Ar	44Ca40Ar	argide
84	Sr	Ar	46Ca38Ar	argide
84	Sr	Ar	48Ca36Ar	argide
87	Se	Ca	40Ca37Cl	chloride
85	Rb	Tm	169Tm++	doubly charged
85	Rb	Cr	52Cr16O16O1H	other polyatomic
85	Rb	Cr	53Cr16O16O	dioxide
85	Rb	Er	170Er++	doubly charged
85	Rb	Sc	45Sc40Ar	argide
85	Rb	Si	28Si40Ar16O1H	hydroxide
85	Rb	Sr	84Sr1H	hydride
85	Rb	Yb	170Yb++	doubly charged
85	Rb	Yb	171Yb++	doubly charged
85	Rb	Ga	69Ga16O	oxide
85	Rb	Ar	45Sc40Ar	argide
85	Se	Cl	40Ca37Cl	chloride
86	Sr	Ca	46Ca40Ar	argide
86	Sr	Ca	48Ca38Ar	argide
86	Sr	Ba	132Ba40Ar++	doubly charged polyatomic
86	Sr	Cr	52Cr16O16O1H1H	other polyatomic
86	Sr	Cr	53Cr16O16O1H	other polyatomic
86	Sr	Cr	54Cr16O16O	dioxide
86	Sr	Ge	70Ge16O	oxide
86	Sr	Kr	86Kr	plasma
86	Sr	Rb	85Rb1H	hydride
86	Sr	Si	29Si40Ar16O1H	hydroxide
86	Sr	Ti	46Ti40Ar	argide
86	Sr	Yb	171Yb++	doubly charged
86	Sr	Yb	172Yb++	doubly charged
86	Sr	Zn	70Zn16O	oxide
86	Sr	Ga	69Ga17O	oxide
86	Sr	V	50V36Ar	argide
86	Sr	Ar	36Ar36Ar14N	nitride
86	Sr	Ar	46Ca40Ar	argide
86	Sr	Ar	48Ca38Ar	argide
86	Sr	Ar	46Ti40Ar	argide
86	Sr	Ar	50V36Ar	argide
86	Sr	Ar	132Ba40Ar++	doubly charged polyatomic
86	Sr	N	36Ar36Ar14N	nitride
87	Sr	Ba	134Ba40Ar++	doubly charged polyatomic
87	Sr	Ba	135Ba40Ar++	doubly charged polyatomic
87	Sr	Cr	53Cr16O16O1H1H	other polyatomic
87	Sr	Cr	54Cr16O16O1H	other polyatomic
87	Sr	Ge	70Ge16O1H	hydroxide
87	Sr	Lu	175Lu++	doubly charged
87	Sr	Si	30Si40Ar16O1H	hydroxide
87	Sr	Sr	86Sr1H	hydride
87	Sr	Ti	47Ti40Ar	argide
87	Sr	Yb	173Yb++	doubly charged
87	Sr	Yb	174Yb++	doubly charged
87	Rb	Ba	134Ba40Ar++	doubly charged polyatomic
87	Rb	Ba	135Ba40Ar++	doubly charged polyatomic
87	Rb	Cr	53Cr16O16O1H1H	other polyatomic
87	Rb	Cr	54Cr16O16O1H	other polyatomic
87	Rb	Ge	70Ge16O1H	hydroxide
87	Rb	Lu	175Lu++	doubly charged
87	Rb	Si	30Si40Ar16O1H	hydroxide
87	Rb	Sr	86Sr1H	hydride
87	Rb	Ti	47Ti40Ar	argide
87	Rb	Yb	173Yb++	doubly charged
87	Rb	Yb	174Yb++	doubly charged
87	Sr	Hf	174Hf++	doubly charged
87	Rb	Hf	174Hf++	doubly charged
87	Sr	Ga	69Ga18O	oxide
87	Rb	Ga	69Ga18O	oxide
87	Sr	Ga	71Ga16O	oxide
87	Rb	Ga	71Ga16O	oxide
87	Sr	V	51V36Ar	argide
87	Rb	V	51V36Ar	argide
87	Sr	Rb	87Rb	elemental
87	Sr	Ar	47Ti40Ar	argide
87	Rb	Ar	47Ti40Ar	argide
87	Sr	Ar	51V36Ar	argide
87	Rb	Ar	51V36Ar	argide
87	Sr	Ar	134Ba40Ar++	doubly charged polyatomic
87	Sr	Ar	135Ba40Ar++	doubly charged polyatomic
87	Rb	Ar	134Ba40Ar++	doubly charged polyatomic
87	Rb	Ar	135Ba40Ar++	doubly charged polyatomic
90	Se	Ca	43Ca37Cl	chloride
88	Sr	Ca	48Ca40Ar	argide
88	Sr	Yb	173Yb++	doubly charged
88	Sr	Ba	136Ba40Ar++	doubly charged polyatomic
88	Sr	Ba	137Ba40Ar++	doubly charged polyatomic
88	Sr	Cr	54Cr16O16O1H1H	other polyatomic
88	Sr	Ge	72Ge16O	oxide
88	Sr	Hf	176Hf++	doubly charged
88	Sr	Lu	176Lu++	doubly charged
88	Sr	Rb	87Rb1H	hydride
88	Sr	Sr	87Sr1H	hydride
88	Sr	Ti	48Ti40Ar	argide
88	Sr	Yb	176Yb++	doubly charged
88	Sr	Ga	71Ga17O	oxide
88	Sr	Hf	177Hf++	doubly charged
88	Sr	La	138La40Ar++	doubly charged polyatomic
88	Sr	V	50V38Ar	argide
88	Sr	Ar	36Ar38Ar14N	nitride
88	Sr	Ar	48Ca40Ar	argide
88	Sr	Ar	48Ti40Ar	argide
88	Sr	Ar	50V38Ar	argide
88	Se	Cl	43Ca37Cl	chloride
88	Sr	Ar	136Ba40Ar++	doubly charged polyatomic
88	Sr	Ar	137Ba40Ar++	doubly charged polyatomic
88	Sr	Ar	138La40Ar++	doubly charged polyatomic
88	Sr	N	36Ar38Ar14N	nitride
89	Y	Ba	138Ba40Ar++	doubly charged polyatomic
89	Y	Ga	71Ga18O	oxide
89	Y	Ge	72Ge17O	oxide
89	Y	Ge	72Ge16O1H	hydroxide
89	Y	Ge	73Ge16O	oxide
89	Y	Hf	177Hf++	doubly charged
89	Y	Hf	178Hf++	doubly charged
89	Y	La	139La40Ar++	doubly charged polyatomic
89	Y	Sr	88Sr1H	hydride
89	Y	Ti	49Ti40Ar	argide
89	Y	Hf	179Hf++	doubly charged
89	Y	V	51V38Ar	argide
89	Y	Ar	49Ti40Ar	argide
89	Y	Ar	51V38Ar	argide
89	Y	Ar	138Ba40Ar++	doubly charged polyatomic
89	Y	Ar	139La40Ar++	doubly charged polyatomic
90	Zr	La	139La40Ar++	doubly charged polyatomic
90	Zr	Cr	50Cr40Ar	argide
90	Zr	Ge	73Ge16O1H	hydroxide
90	Zr	Ge	74Ge16O	oxide
90	Ze	W	180W++	doubly charged
90	Zr	Hf	179Hf++	doubly charged
90	Zr	Hf	180Hf++	doubly charged
90	Zr	Se	74Se16O	oxide
90	Zr	Ta	180Ta++	doubly charged
90	Zr	Ta	181Ta++	doubly charged
90	Zr	Ti	50Ti40Ar	argide
90	Zr	V	50V40Ar	argide
90	Zr	Y	89Y1H	hydride
90	Zr	Fe	54Fe36Ar	argide
90	Zr	Ar	38Ar38Ar14N	nitride
90	Zr	Ar	40Ar36Ar14N	nitride
90	Zr	Ar	50Cr40Ar	argide
90	Zr	Ar	50Ti40Ar	argide
90	Zr	Ar	50V40Ar	argide
90	Zr	Ar	54Fe36Ar	argide
90	Zr	Ar	139La40Ar++	doubly charged polyatomic
90	Zr	N	38Ar38Ar14N	nitride
90	Zr	N	40Ar36Ar14N	nitride
93	Kr	Ca	46Ca37Cl	chloride
91	Zr	Ta	181Ta++	doubly charged
91	Zr	As	75As16O	oxide
91	Zr	Ge	74Ge16O1H	hydroxide
91	Zr	Nd	142Nd40Ar++	doubly charged polyatomic
91	Zr	V	51V40Ar	argide
91	Zr	W	182W++	doubly charged
91	Zr	W	183W++	doubly charged
91	Zr	Zr	90Zr1H	hydride
91	Zr	Mn	55Mn36Ar	argide
91	Zr	Ar	51V40Ar	argide
91	Zr	Ar	55Mn36Ar	argide
91	Kr	Cl	46Ca37Cl	chloride
91	Zr	Ar	142Nd40Ar++	doubly charged polyatomic
92	Zr	W	183W++	doubly charged
92	Mo	As	75As16O1H	hydroxide
92	Mo	As	75As17O	oxide
92	Mo	C	12C40Ar40Ar	argide
92	Mo	Cr	52Cr40Ar	argide
92	Mo	Ge	76Ge16O	oxide
92	Mo	Nd	144Nd40Ar++	doubly charged polyatomic
92	Mo	Nd	144Nd40Ar++	doubly charged polyatomic
92	Mo	Se	76Se16O	oxide
92	Mo	Os	184Os++	doubly charged
92	Mo	W	184W++	doubly charged
92	Mo	Zr	91Zr1H	hydride
92	Zr	As	75As16O1H	hydroxide
92	Zr	As	75As17O	oxide
92	Zr	C	12C40Ar40Ar	argide
92	Zr	Cr	52Cr40Ar	argide
92	Zr	Ge	76Ge16O	oxide
92	Zr	Nd	144Nd40Ar++	doubly charged polyatomic
92	Zr	Nd	144Nd40Ar++	doubly charged polyatomic
92	Zr	Se	76Se16O	oxide
92	Zr	Os	184Os++	doubly charged
92	Zr	W	184W++	doubly charged
92	Zr	Zr	91Zr1H	hydride
92	Mo	Fe	54Fe38Ar	argide
92	Zr	Fe	54Fe38Ar	argide
92	Mo	Fe	56Fe36Ar	argide
92	Zr	Fe	56Fe36Ar	argide
92	Zr	Ar	40Ar38Ar14N	nitride
92	Mo	Ar	40Ar38Ar14N	nitride
92	Zr	Mo	92Mo	elemental
92	Mo	Ar	12C40Ar40Ar	argide
92	Mo	Ar	52Cr40Ar	argide
92	Zr	Ar	12C40Ar40Ar	argide
92	Zr	Ar	52Cr40Ar	argide
92	Mo	Ar	54Fe38Ar	argide
92	Zr	Ar	54Fe38Ar	argide
92	Mo	Ar	56Fe36Ar	argide
92	Zr	Ar	56Fe36Ar	argide
92	Mo	Ar	144Nd40Ar++	doubly charged polyatomic
92	Mo	Ar	144Nd40Ar++	doubly charged polyatomic
92	Zr	Ar	144Nd40Ar++	doubly charged polyatomic
92	Zr	Ar	144Nd40Ar++	doubly charged polyatomic
92	Zr	N	40Ar38Ar14N	nitride
92	Mo	N	40Ar38Ar14N	nitride
93	Nb	As	75As17O1H	hydroxide
93	Nb	As	75As18O	oxide
93	Nb	Cr	53Cr40Ar	argide
93	Nb	Ge	76Ge16O1H	hydroxide
93	Nb	Mo	92Mo1H	hydride
93	Nb	Nd	146Nd40Ar++	doubly charged polyatomic
93	Nb	Se	77Se16O	oxide
93	Nb	W	186W++	doubly charged
93	Nb	Zr	92Zr1H	hydride
93	Nb	Cr	53Cr40Ar	argide
93	Nb	Fe	57Fe36Ar	argide
93	Nb	Os	186Os++	doubly charged
93	Nb	Os	187Os++	doubly charged
93	Nb	Mn	55Mn38Ar	argide
93	Nb	Ar	53Cr40Ar	argide
93	Nb	Ar	53Cr40Ar	argide
93	Nb	Ar	57Fe36Ar	argide
93	Nb	Ar	55Mn38Ar	argide
93	Nb	Ar	146Nd40Ar++	doubly charged polyatomic
94	Mo	As	75As18O1H	hydroxide
94	Mo	Cr	54Cr40Ar	argide
94	Mo	Fe	56Fe38Ar	argide
94	Zr	Fe	56Fe38Ar	argide
94	Zr	Fe	58Fe36Ar	argide
94	Mo	Fe	58Fe36Ar	argide
94	Mo	Fe	54Fe40Ar	argide
94	Mo	Ar	40Ar40Ar14N	nitride
94	Mo	Nb	93Nb1H	hydride
94	Mo	Ni	58Ni36Ar	argide
94	Zr	Os	187Os++	doubly charged
94	Mo	Os	187Os++	doubly charged
94	Zr	Os	189Os++	doubly charged
94	Mo	Os	189Os++	doubly charged
94	Mo	Os	188Os++	doubly charged
94	Mo	Se	78Se16O	oxide
94	Zr	As	75As18O1H	hydroxide
94	Zr	Cr	54Cr40Ar	argide
94	Zr	Fe	54Fe40Ar	argide
94	Zr	Ar	40Ar40Ar14N	nitride
94	Zr	Nb	93Nb1H	hydride
94	Zr	Ni	58Ni36Ar	argide
94	Zr	Os	188Os++	doubly charged
94	Zr	Se	78Se16O	oxide
94	Zr	Mo	94Mo	elemental
94	Mo	Zr	94Zr	elemental
94	Mo	Ar	54Cr40Ar	argide
94	Mo	Ar	56Fe38Ar	argide
94	Zr	Ar	56Fe38Ar	argide
94	Zr	Ar	58Fe36Ar	argide
94	Mo	Ar	58Fe36Ar	argide
94	Mo	Ar	54Fe40Ar	argide
94	Mo	Ar	58Ni36Ar	argide
94	Zr	Ar	54Cr40Ar	argide
94	Zr	Ar	54Fe40Ar	argide
94	Zr	Ar	58Ni36Ar	argide
94	Mo	N	40Ar40Ar14N	nitride
94	Zr	N	40Ar40Ar14N	nitride
95	Mo	Fe	57Fe38Ar	argide
95	Mo	Os	189Os++	doubly charged
95	Mo	Br	79Br16O	oxide
95	Mo	Co	59Co36Ar	argide
95	Mo	K	39K40Ar16O	argide
95	Mo	Mn	55Mn40Ar	argide
95	Mo	Mo	94Mo1H	hydride
95	Mo	Nd	150Nd40Ar++	doubly charged polyatomic
95	Mo	Os	190Os++	doubly charged
95	Mo	Pt	190Pt++	doubly charged
95	Mo	Zr	94Zr1H	hydride
95	Mo	Lu	175Lu16O++	doubly charged polyatomic
95	Mo	Ar	57Fe38Ar	argide
95	Mo	Ar	59Co36Ar	argide
95	Mo	Ar	39K40Ar16O	argide
95	Mo	Ar	55Mn40Ar	argide
95	Mo	Ar	150Nd40Ar++	doubly charged polyatomic
95	Mo	O	175Lu16O++	doubly charged polyatomic
96	Ru	Fe	58Fe38Ar	argide
96	Mo	Fe	58Fe38Ar	argide
96	Zr	Fe	58Fe38Ar	argide
96	Mo	Fe	56Fe40Ar	argide
96	Mo	Ar	40Ar40Ar16O	oxide
96	Mo	Lu	176Lu16O++	doubly charged polyatomic
96	Mo	Mo	95Mo1H	hydride
96	Mo	Ni	58Ni38Ar	argide
96	Mo	Ni	60Ni36Ar	argide
96	Mo	Os	192Os++	doubly charged
96	Mo	Pt	192Pt++	doubly charged
96	Mo	Se	80Se16O	oxide
96	Ru	Fe	56Fe40Ar	argide
96	Ru	Ar	40Ar40Ar16O	oxide
96	Ru	Lu	175Lu16O++	doubly charged polyatomic
96	Ru	Mo	95Mo1H	hydride
96	Ru	Ni	58Ni38Ar	argide
96	Ru	Ni	60Ni36Ar	argide
96	Ru	Os	192Os++	doubly charged
96	Ru	Pt	192Pt++	doubly charged
96	Ru	Se	80Se16O	oxide
96	Zr	Br	79Br17O	oxide
96	Mo	Br	79Br17O	oxide
96	Ru	Br	79Br17O	oxide
96	Zr	K	40K40Ar16O	argide
96	Mo	K	40K40Ar16O	argide
96	Ru	K	40K40Ar16O	argide
96	Ru	Br	81Br17O	oxide
96	Mo	Ru	96Ru	elemental
96	Zr	Ru	96Ru	elemental
96	Mo	Zr	96Zr	elemental
96	Ru	Zr	96Zr	elemental
96	Ru	Ar	58Fe38Ar	argide
96	Mo	Ar	58Fe38Ar	argide
96	Zr	Ar	58Fe38Ar	argide
96	Mo	Ar	56Fe40Ar	argide
96	Mo	Ar	58Ni38Ar	argide
96	Mo	Ar	60Ni36Ar	argide
96	Ru	Ar	56Fe40Ar	argide
96	Ru	Ar	58Ni38Ar	argide
96	Ru	Ar	60Ni36Ar	argide
96	Zr	Ar	40K40Ar16O	argide
96	Mo	Ar	40K40Ar16O	argide
96	Ru	Ar	40K40Ar16O	argide
96	Mo	O	176Lu16O++	doubly charged polyatomic
96	Ru	O	175Lu16O++	doubly charged polyatomic
97	Mo	Pt	195Pt++	doubly charged
97	Mo	Br	79Br18O	oxide
97	Mo	Br	81Br16O	oxide
97	Mo	Co	59Co38Ar	argide
97	Mo	Fe	57Fe40Ar	argide
97	Mo	K	41K40Ar16O	argide
97	Mo	Pt	194Pt++	doubly charged
97	Mo	Mo	96Mo1H	hydride
97	Mo	Ru	96Ru1H	hydride
97	Mo	Zr	96Zr1H	hydride
97	Mo	Ar	59Co38Ar	argide
97	Mo	Ar	57Fe40Ar	argide
97	Mo	Ar	41K40Ar16O	argide
98	Mo	Pt	195Pt++	doubly charged
98	Ru	Pt	195Pt++	doubly charged
98	Ru	Fe	58Fe40Ar	argide
98	Ru	Cr	50Cr16O16O16O	trioxide
98	Ru	Mo	97Mo1H	hydride
98	Ru	Ni	60Ni38Ar	argide
98	Ru	Ni	58Ni40Ar	argide
98	Ru	Br	81Br16O1H	hydroxide
98	Ru	Hg	196Hg++	doubly charged
98	Ru	Pt	196Pt++	doubly charged
98	Ru	Se	82Se16O	oxide
98	Mo	Fe	58Fe40Ar	argide
98	Mo	Cr	50Cr16O16O16O	trioxide
98	Mo	Mo	97Mo1H	hydride
98	Mo	Ni	60Ni38Ar	argide
98	Mo	Ni	58Ni40Ar	argide
98	Mo	Br	81Br16O1H	hydroxide
98	Mo	Br	81Br17O	oxide
98	Mo	Hg	196Hg++	doubly charged
98	Mo	Pt	196Pt++	doubly charged
98	Mo	Se	82Se16O	oxide
98	Mo	Dy	156Dy40Ar++	doubly charged polyatomic
98	Ru	Dy	156Dy40Ar++	doubly charged polyatomic
98	Mo	Ru	98Ru	elemental
98	Ru	Ar	58Fe40Ar	argide
98	Ru	Ar	60Ni38Ar	argide
98	Ru	Ar	58Ni40Ar	argide
98	Mo	Ar	58Fe40Ar	argide
98	Mo	Ar	60Ni38Ar	argide
98	Mo	Ar	58Ni40Ar	argide
98	Mo	Ar	156Dy40Ar++	doubly charged polyatomic
98	Ru	Ar	156Dy40Ar++	doubly charged polyatomic
99	Ru	Pt	198Pt++	doubly charged
99	Ru	Br	81Br18O	oxide
99	Zr	Br	81Br17O1H	hydroxide
99	Ru	Co	59Co40Ar	argide
99	Ru	Cr	50Cr16O16O16O1H	other polyatomic
99	Ru	Cu	63Cu36Ar	argide
99	Rb	Mo	98Mo1H	hydride
99	Rb	Ru	98Ru1H	hydride
99	Ru	Dy	158Dy40Ar++	doubly charged polyatomic
99	Ru	Hg	198Hg++	doubly charged
99	Ru	Hg	199Hg++	doubly charged
99	Ru	Ar	59Co40Ar	argide
99	Ru	Ar	63Cu36Ar	argide
99	Ru	Ar	158Dy40Ar++	doubly charged polyatomic
100	Mo	Br	81Br18O1H	hydroxide
100	Ru	Br	81Br18O1H	hydroxide
100	Ru	Cr	50Cr16O16O16O1H1H	other polyatomic
100	Ru	Cr	52Cr16O16O16O	trioxide
100	Ru	Dy	160Dy40Ar++	doubly charged polyatomic
100	Ru	Dy	161Dy40Ar++	doubly charged polyatomic
100	Mo	Hg	199Hg++	doubly charged
100	Ru	Hg	201Hg++	doubly charged
100	Mo	Hg	199Hg++	doubly charged
100	Ru	Hg	201Hg++	doubly charged
100	Ru	Hg	200Hg++	doubly charged
100	Ru	Ni	60Ni40Ar	argide
100	Ru	Ru	99Ru1H	hydride
100	Ru	Sr	84Sr16O	oxide
100	Mo	Cr	50Cr16O16O16O1H1H	other polyatomic
100	Mo	Cr	52Cr16O16O16O	trioxide
100	Mo	Dy	160Dy40Ar++	doubly charged polyatomic
100	Mo	Dy	161Dy40Ar++	doubly charged polyatomic
100	Mo	Hg	200Hg++	doubly charged
100	Mo	Ni	60Ni40Ar	argide
100	Mo	Ru	99Ru1H	hydride
100	Mo	Sr	84Sr16O	oxide
100	Ru	Mo	100Mo	elemental
100	Ru	Ar	60Ni40Ar	argide
100	Mo	Ar	60Ni40Ar	argide
100	Ru	Ar	160Dy40Ar++	doubly charged polyatomic
100	Ru	Ar	161Dy40Ar++	doubly charged polyatomic
100	Mo	Ar	160Dy40Ar++	doubly charged polyatomic
100	Mo	Ar	161Dy40Ar++	doubly charged polyatomic
101	Ru	Hg	201Hg++	doubly charged
101	Ru	Hg	202Hg++	doubly charged
101	Ru	Cr	52Cr16O16O16O1H	other polyatomic
101	Ru	Cr	53Cr16O16O16O	trioxide
101	Ru	Cu	63Cu38Ar	argide
101	Ru	Dy	161Dy40Ar++	doubly charged polyatomic
101	Ru	Dy	162Dy40Ar++	doubly charged polyatomic
101	Ru	Dy	163Dy40Ar++	doubly charged polyatomic
101	Rb	Mo	100Mo1H	hydride
101	Ru	Ni	61Ni40Ar	argide
101	Ru	Rb	85Rb16O	oxide
101	Ru	Ru	100Ru1H	hydride
101	Ru	Sr	84Sr16O1H	hydroxide
101	Ru	Sr	84Sr17O	oxide
101	Ru	Cu	65Cu36Ar	argide
101	Ru	Ar	63Cu38Ar	argide
101	Ru	Ar	61Ni40Ar	argide
101	Ru	Ar	65Cu36Ar	argide
101	Ru	Ar	161Dy40Ar++	doubly charged polyatomic
101	Ru	Ar	162Dy40Ar++	doubly charged polyatomic
101	Ru	Ar	163Dy40Ar++	doubly charged polyatomic
102	Pd	Hg	204Hg++	doubly charged
102	Ru	Hg	204Hg++	doubly charged
102	Pd	Cr	52Cr16O16O16O1H1H	other polyatomic
102	Pd	Cr	53Cr16O16O16O1H	other polyatomic
102	Pd	Cr	54Cr16O16O16O	trioxide
102	Pd	Dy	163Dy40Ar++	doubly charged polyatomic
102	Pd	Dy	164Dy40Ar++	doubly charged polyatomic
102	Pd	Ho	165Ho40Ar++	doubly charged polyatomic
102	Pd	Ni	62Ni40Ar	argide
102	Pd	Pb	204Pb++	doubly charged
102	Pd	Rb	85Rb16O1H	hydroxide
102	Pd	Ru	101Ru1H	hydride
102	Pd	Sr	86Sr16O	oxide
102	Pd	Sr	84Sr18O	oxide
102	Pd	Sr	84Sr17O1H	hydroxide
102	Ru	Cr	52Cr16O16O16O1H1H	other polyatomic
102	Ru	Cr	53Cr16O16O16O1H	other polyatomic
102	Ru	Cr	54Cr16O16O16O	trioxide
102	Ru	Dy	163Dy40Ar++	doubly charged polyatomic
102	Ru	Dy	164Dy40Ar++	doubly charged polyatomic
102	Ru	Ho	165Ho40Ar++	doubly charged polyatomic
102	Ru	Ni	62Ni40Ar	argide
102	Ru	Pb	204Pb++	doubly charged
102	Ru	Rb	85Rb16O1H	hydroxide
102	Ru	Ru	101Ru1H	hydride
102	Ru	Sr	86Sr16O	oxide
102	Ru	Sr	84Sr18O	oxide
102	Ru	Sr	84Sr17O1H	hydroxide
102	Ru	Pd	102Pd	elemental
102	Pd	Ar	62Ni40Ar	argide
102	Ru	Ar	62Ni40Ar	argide
102	Pd	Ar	163Dy40Ar++	doubly charged polyatomic
102	Pd	Ar	164Dy40Ar++	doubly charged polyatomic
102	Pd	Ar	165Ho40Ar++	doubly charged polyatomic
102	Ru	Ar	163Dy40Ar++	doubly charged polyatomic
102	Ru	Ar	164Dy40Ar++	doubly charged polyatomic
102	Ru	Ar	165Ho40Ar++	doubly charged polyatomic
103	Rh	Cr	53Cr16O16O16O1H1H	other polyatomic
103	Rh	Cr	54Cr16O16O16O1H	other polyatomic
103	Rh	Cu	63Cu40Ar	argide
103	Rh	Pb	206Pb++	doubly charged
103	Rh	Pb	207Pb++	doubly charged
103	Rh	Pd	102Pd1H	hydride
103	Rh	Rb	87Rb16O	oxide
103	Rh	Ru	102Ru1H	hydride
103	Rh	Sr	87Sr16O	oxide
103	Rh	Sr	86Sr16O1H	hydroxide
103	Rh	Sr	86Sr17O	oxide
103	Rh	Sr	84Sr18O1H	hydroxide
103	Rh	Cu	65Cu38Ar	argide
103	Rh	Ho	165Ho40Ar++	doubly charged polyatomic
103	Rh	Ar	63Cu40Ar	argide
103	Rh	Ar	65Cu38Ar	argide
103	Rh	Ar	165Ho40Ar++	doubly charged polyatomic
104	Pd	Rb	87Rb16O1H	hydroxide
104	Ru	Rb	87Rb16O1H	hydroxide
104	Ru	Pb	207Pb++	doubly charged
104	Pd	Pb	207Pb++	doubly charged
104	Pd	Cr	54Cr16O16O16O1H1H	other polyatomic
104	Pd	Ni	64Ni40Ar	argide
104	Pd	Pb	208Pb++	doubly charged
104	Pd	Rh	103Rh1H	hydride
104	Pd	Sr	88Sr16O	oxide
104	Pd	Sr	87Sr16O1H	hydroxide
104	Pd	Sr	86Sr18O	oxide
104	Pd	Sr	87Sr17O	oxide
104	Pd	Sr	86Sr17O1H	hydroxide
104	Pd	Tm	169Tm40Ar++	doubly charged polyatomic
104	Pd	Zn	64Zn40Ar	argide
104	Ru	Cr	54Cr16O16O16O1H1H	other polyatomic
104	Ru	Ni	64Ni40Ar	argide
104	Ru	Pb	208Pb++	doubly charged
104	Ru	Rh	103Rh1H	hydride
104	Ru	Sr	88Sr16O	oxide
104	Ru	Sr	87Sr16O1H	hydroxide
104	Ru	Sr	86Sr18O	oxide
104	Ru	Sr	87Sr17O	oxide
104	Ru	Sr	86Sr17O1H	hydroxide
104	Ru	Tm	169Tm40Ar++	doubly charged polyatomic
104	Ru	Zn	64Zn40Ar	argide
104	Ru	Pd	104Pd	elemental
104	Pd	Ru	104Ru	elemental
104	Pd	Ar	64Ni40Ar	argide
104	Pd	Ar	64Zn40Ar	argide
104	Ru	Ar	64Ni40Ar	argide
104	Ru	Ar	64Zn40Ar	argide
104	Pd	Ar	169Tm40Ar++	doubly charged polyatomic
104	Ru	Ar	169Tm40Ar++	doubly charged polyatomic
105	Pd	Cu	65Cu40Ar	argide
105	Pd	Pd	104Pd1H	hydride
105	Pd	Ru	104Ru1H	hydride
105	Pd	Sr	88Sr16O1H	hydroxide
105	Pd	Sr	87Sr18O	oxide
